id_actividad;Nombre_Actividad;Descripcion_Actividad;Responsable_Principal
644;ELABORACIÓN LLAVERO DE CARITA;Actividad creativa en la que los participantes aprenden, paso a paso, a diseñar y confeccionar llaveros en forma de carita, fomentando la motricidad fina, la creatividad y el trabajo en equipo, mientras disfrutan de un espacio de integración y aprendizaje manual.;DIANA BILBAO-KATERINE-MARTHA TRIANA
645;ENTRENAMIENTO DE MONTAÑA;"Actividad física realizada en terrenos montañosos que combina resistencia, fuerza y técnica. Mejora el rendimiento cardiovascular, la capacidad pulmonar y la adaptación a diferentes altitudes y condiciones del terreno. Ideal para preparación física intensa y contacto con la naturaleza
";ERIKA PAOLA ACOSTA
646;DANZA FOLKLORICA;práctica de danza folclórica para promover la apropiación del espacio público, fortalecer la identidad cultural, incentivar la participación comunitaria y fomentar la integración social en un entorno seguro e inclusivo;ERIKA PAOLA ACOSTA
647;ENTRENAMIENTO BALONCESTO ;Entrenamiento de baloncesto enfocado en promover la apropiación y el disfrute del espacio público como un entorno seguro e inclusivo, fomentando la participación comunitaria, la actividad física, la sostenibilidad ambiental y el respeto por los derechos humanos, fortaleciendo valores y el tejido social;ANA GARCIA
648;INSCRIPCIONES TALLERES;Espacio de atención a la comunidad destinado a formalizar la participación en los talleres programados, brindando información detallada sobre fechas, horarios y requisitos. Este proceso busca garantizar la transparencia, la igualdad de oportunidades y la participación activa de niños, jóvenes y adultos, fortaleciendo el sentido de pertenencia y el compromiso con las actividades del territorio.;LINA RUIZ - ALEJANDRO HERRERA 
649;TALLER  TRAPILLO ;Espacio formativo y práctico en el que se enseñan técnicas de tejido con trapillo (tiras de tela reciclada) para la elaboración de bolsos, alfombras, cestos y otros elementos decorativos. Esta actividad promueve la creatividad, la economía circular y el cuidado del medio ambiente, además de fortalecer la motricidad fina, la concentración y el trabajo colaborativo entre los participantes.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
650;EMBELLECIMIENTO JARDINERIA Y PARQUE  INSCRIPCION DE TALLERES;Jornada de intervención comunitaria enfocada en la recuperación y embellecimiento de zonas verdes, que incluye limpieza y adecuación de jardines. Esta actividad fomenta el cuidado del medio ambiente, la apropiación del espacio público y la participación activa de los vecinos, generando entornos más agradables, seguros y sostenibles para todos.;LINA RUIZ - ALEJANDRO HERRERA 
651;TALLER DE TRAPILLO ;Espacio formativo y práctico en el que se enseñan técnicas de tejido con trapillo (tiras de tela reciclada) para la elaboración de bolsos, alfombras, cestos y otros elementos decorativos. Esta actividad promueve la creatividad, la economía circular y el cuidado del medio ambiente, además de fortalecer la motricidad fina, la concentración y el trabajo colaborativo entre los participantes;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
652;TALLER RECICLAJE;Espacio práctico y creativo donde los participantes aprenden a dar una segunda vida a materiales reciclables, convirtiéndolos en elementos útiles o decorativos. Mediante técnicas sencillas y de bajo costo, se fomenta la cultura de la reutilización, la reducción de residuos y la generación de productos que pueden contribuir al emprendimiento comunitario, fortaleciendo el compromiso ambiental y la economía circular.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
653;Taller de Danzas;Espacio recreativo y cultural orientado a fortalecer la salud física, la memoria y la autoestima de las personas mayores, a través del aprendizaje y práctica de ritmos tradicionales y contemporáneos. La actividad fomenta la integración social, el fortalecimiento de vínculos comunitarios y la promoción del envejecimiento activo, permitiendo que los participantes disfruten del baile como una herramienta de bienestar y expresión artística.;Fernando Ramos
654;ACTIVIDAD FISICA;Jornadas orientadas a promover el movimiento, la salud y el bienestar mediante ejercicios, rutinas y dinámicas recreativas adaptadas a todas las edades. Estas sesiones fomentan hábitos de vida saludables, fortalecen la integración social y contribuyen al uso activo y seguro del espacio público.;FLOR VARGAS - MARTHA TRIANA
655;ENTRENAMIENTO DE FUTBOL;"
Entrenamiento de fútbol enfocado en promover la apropiación y el disfrute del espacio público como un entorno seguro e inclusivo, fomentando la participación comunitaria, la actividad física, la sostenibilidad ambiental y el respeto por los derechos humanos, fortaleciendo valores y el tejido social";ERIKA PAOLA ACOSTA Y WILLIAM WILCHES
656;FISIOTERAPIA ;Se realiza articulación con   de la Subred Centro Oriente, la Alcaldía local de San Cristóbal área de Territorio Confiable, para llevar el taller de Fisioterapia y agente de cambio a los adulto del sector, en donde se trabajo mediante una tertulia temas relacionados con la salud mental.;LINA RUIZ - ALEJANDRO HERRERA 
657;TALLER BISUTERIA;Espacio creativo en el que los participantes aprenden técnicas para elaborar accesorios como collares, pulseras y aretes, utilizando diferentes materiales y herramientas. El taller fomenta la creatividad, la motricidad fina y el emprendimiento, promoviendo además la interacción social y el trabajo en equipo.;FLOR VARGAS - MARTHA TRIANA
658;TALLER BISUTERIA;Espacio creativo en el que los participantes aprenden técnicas para elaborar accesorios como collares, pulseras y aretes, utilizando diferentes materiales y herramientas. El taller fomenta la creatividad, la motricidad fina y el emprendimiento, promoviendo además la interacción social y el trabajo en equipo;FLOR VARGAS - MARTHA TRIANA
659;ENTRENAMIENTO DE FUTBOL;"
Entrenamiento de fútbol enfocado en promover la apropiación y el disfrute del espacio público como un entorno seguro e inclusivo, fomentando la participación comunitaria, la actividad física, la sostenibilidad ambiental y el respeto por los derechos humanos, fortaleciendo valores y el tejido social.";ERIKA ACOSTA Y WILLIAM WILCHES
660;FISIOTERAPIA Y AGENTE DE CAMBIO;Se realiza articulación con   de la Subred Centro Oriente, la Alcaldía local de San Cristóbal área de Territorio Confiable, para llevar el taller de Fisioterapia y agente de cambio a los adulto del sector, en donde se trabajo mediante una tertulia temas relacionados con la salud mental.;ANA GARCIA-DANILO LOPEZ
661;TALLER  TRAPILLO # 1;Espacio formativo y práctico en el que se enseñan técnicas de tejido con trapillo (tiras de tela reciclada) para la elaboración de bolsos, alfombras, cestos y otros elementos decorativos. Esta actividad promueve la creatividad, la economía circular y el cuidado del medio ambiente, además de fortalecer la motricidad fina, la concentración y el trabajo colaborativo entre los participantes.;LINA RUIZ - ALEJANDRO HERRERA 
662;TALLER DE RECICLAJE ;espacio práctico y creativo donde los participantes aprenden a dar una segunda vida a materiales reciclables, convirtiéndolos en elementos útiles o decorativos. Mediante técnicas sencillas y de bajo costo, se fomenta la cultura de la reutilización, la reducción de residuos y la generación de productos que pueden contribuir al emprendimiento comunitario, fortaleciendo el compromiso ambiental y la economía circular.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
663;TALLER  RECICLAJE;Espacio práctico y creativo donde los participantes aprenden a dar una segunda vida a materiales reciclables, convirtiéndolos en elementos útiles o decorativos. Mediante técnicas sencillas y de bajo costo, se fomenta la cultura de la reutilización, la reducción de residuos y la generación de productos que pueden contribuir al emprendimiento comunitario, fortaleciendo el compromiso ambiental y la economía circular.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
664;EMBELLECIMIENTO DE JARDIN ;Jornada de intervención comunitaria enfocada en la recuperación y embellecimiento de áreas verdes, que incluye la siembra de plantas ornamentales, poda, limpieza y adecuación de jardines. Esta actividad fomenta el cuidado del medio ambiente, la apropiación del espacio público y la participación activa de los vecinos, generando entornos más agradables, seguros y sostenibles para todos.;FLOR VARGAS - MARTHA TRIANA
665;martha79um@gmail.com;Actividad física realizada en terrenos montañosos que combina resistencia, fuerza y técnica. Mejora el rendimiento cardiovascular, la capacidad pulmonar y la adaptación a diferentes altitudes y condiciones del terreno. Ideal para preparación física intensa y contacto con la naturaleza;ERIKA PAOLA ACOSTA
666;DANZA FOLKLORICA;"práctica de danza folclórica para promover la apropiación del espacio público, fortalecer la identidad cultural, incentivar la participación comunitaria y fomentar la integración social en un entorno seguro e inclusivo
";ERIKA PAOLA ACOSTA
667;ENTRENAMIENTO NOCTURNO ATLETISMO;Entrenamiento nocturno de atletismo orientado a promover el uso seguro e inclusivo del espacio público, incentivando la actividad física, la integración comunitaria y el fortalecimiento del bienestar colectivo.;ERIKA ACOSTA
668;TALLER DE EMPRENDIMIENTO MANUAL;spacio formativo y práctico en el que la comunidad aprenderá técnicas artesanales y creativas que puedan convertirse en oportunidades de negocio. Se trabajará en la elaboración de productos manuales con enfoque en sostenibilidad y aprovechamiento de recursos, fomentando la creatividad, la autogestión económica y el trabajo en equipo, como herramientas para fortalecer las capacidades productivas y el desarrollo local.;ANA GARCIA-DANILO LOPEZ
669;FISIOTERAPIA Y AGENTE DE CAMBIO;"Se realiza articulación con   de la Subred Centro Oriente, la Alcaldía local de San Cristobal área de Territorio Confiable, para llevar el taller de Fisioterapia y agente de cambio a los adulto del sector, en donde se trabajo mediante una tertulia la depresión.
";ANA GARCIA-DANILO LOPEZ
670;TALLER  TRAPILLO;Espacio formativo y práctico en el que se enseñan técnicas de tejido con trapillo (tiras de tela reciclada) para la elaboración de bolsos, alfombras, cestos y otros elementos decorativos. Esta actividad promueve la creatividad, la economía circular y el cuidado del medio ambiente, además de fortalecer la motricidad fina, la concentración y el trabajo colaborativo entre los participante;LINA RUIZ - ALEJANDRO HERRERA 
671;TALLER  RECICLAJE;espacio práctico y creativo donde los participantes aprenden a dar una segunda vida a materiales reciclables, convirtiéndolos en elementos útiles o decorativos. Mediante técnicas sencillas y de bajo costo, se fomenta la cultura de la reutilización, la reducción de residuos y la generación de productos que pueden contribuir al emprendimiento comunitario, fortaleciendo el compromiso ambiental y la economía circular.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
672;FISIOTERAPIA  ;"Se realiza articulación con   de la Subred Centro Oriente, la Alcaldía local de San Cristóbal área de Territorio Confiable, para llevar el taller de Fisioterapia y agente de cambio a los adulto del sector, en donde se trabajo mediante una tertulia temas relacionados con la salud mental.
";LINA RUIZ - ALEJANDRO HERRERA
673; TALLER DE EMOCIONES;Actividad pedagógica orientada a promover el autoconocimiento emocional y el desarrollo de habilidades socioemocionales. A través de dinámicas participativas, juegos de roles y ejercicios de reflexión, los participantes aprenden a reconocer y regular sus emociones, mejorar la comunicación asertiva y fomentar el respeto mutuo. Este taller busca contribuir a la convivencia armónica y a la prevención de conflictos, fortaleciendo el tejido social de la comunidad.;LINA RUIZ - ALEJANDRO HERRERA , LUCELLY
